level,item,word,part_of_speech,pronunciation,meaning
1,675,papaya,n.,พะพายะ,มะละกอ
1,676,paper,n.,เพเพอะ,กระดาษ
1,677,parents,n.,แพเรินทฺซฺ,พ่อแม่
1,678,Paris,n.,แพริส,เมืองปารีสเมืองหลวงของฝรั่งเศส
1,679,park,n.,พาร์ค,"สวนธรรมชาติ, อุทยาน, จอดรถ"
1,680,parking,n.,พาร์คคิง,"ที่จอดรถ, การจอดรถ"
1,681,parrot,n.,แพร์เริท,นกแก้ว
1,682,party,n.,พาร์ที,"พรรค, งานปาร์ตี้"
1,683,pass,v.,พาส,ผ่าน
1,684,passage,n.,พาสเสจ,"ทางผ่าน, ข้อความในหนังสือ, ค่าโดยสาร"
1,685,passenger,n.,พาสเซนเจอะ,ผู้โดยสาร
1,686,passport,n.,พาสปอร์ท,หนังสือเดินทาง
1,687,password,n.,พาสเวิร์ด,รหัสผ่าน
1,688,pasta,n.,พาสตา,"แป้งพาสต้า, อาหารอิตาลี"
1,689,pastime,n.,พาสไทม์,"งานอดิเรก, กิจกรรมฆ่าเวลา"
1,690,paw,n.,พอวฺ,อุ้งเทา
1,691,pay,v.,เพ,"จ่าย, ชำระค่าจ้าง,"
1,692,pea,n.,พี,ถั่ว
1,693,peach,n.,พีช,ลูกพีช
1,694,peak,n.,พีค,จุดที่สูงสุด
1,695,pear,n.,แพร์,ลูกแพร์
1,696,pencil,n.,เพนเซิล,ดินสอ
1,697,penguin,n.,เพนกวิน,นกเพนกวิน
1,698,people,n.,พีเพิล,"ประชาชน, ผู้คน"
1,699,pepper,n.,เพพเพอะ,พริกไทย
1,700,perform,v.,เพอฟอร์ม,"แสดงดนตรี, กระทำ, ปฏิบัติ"
1,701,person,n.,เพอเซิน,บุคคล
1,702,pet,n.,เพท,สัตวเลี้ยง
1,703,phone,n.,โฟน,โทรศัพท์
1,704,photo,n.,โฟโท,รูปภาพ
1,705,photograph,n.,โฟเทอะกราฟ,ภาพถ่าย
1,706,photographer,n.,เฟอะทอกราฟเฟอะ,ช่างภาพ
1,707,pick,v.,พิค,"เลือก, หยิบ"
1,708,picnic,n.,พิคนิค,"ปิกนิค, การนำอาหารไปรับประทานนอกบ้าน"
1,709,picture,n.,พิคเจอะ,รูปภาพ
1,710,pie,n.,พาย,ขนมพาย
1,711,pigeon,n.,พิจเจิน,นกพิราบ
1,712,pilot,n.,ไพเลิท,นักบิน
1,713,place,n.,เพลส,"สถานที่, บริเวณ"
1,714,plain,adj.,เพลน,"ชัดเจน, เรียบง่าย"
1,715,plan,n.,แพลน,"แบบแปลน, แผน"
1,716,planet,n.,แพลนเนท,ดาวเคราะห์
1,717,plant,n.,แพลนทฺ,พืช
1,718,plastic,n.,พลาสติก,พลาสติก
1,719,plate,n.,เพลท,จาน
1,720,play,v.,เพล,เล่น
1,721,player,n.,เพลเยอะ,ผู้เล่น
1,722,playful,adj.,เพลฟูล,"ร่าเริง, ขี้เล่น"
1,723,playground,n.,เพลกราวดฺ,สนามเด็กเล่น
1,724,please,v.,พลีส,ทำให้พอใจ
1,725,pocket,n.,พอคคิท,ถุง
1,726,point,n.,พอยทฺ,"ประเด็น, จุดสำคัญ"
1,727,polar bear,n.,โพลา แบร์,หมีขั้วโลก
1,728,police,n.,เพอะลิส,ตำรวจ
1,729,polite,adj.,เพอะไลท์,สุภาพ
1,730,pollution,n.,เพอะลูเชิน,มลภาวะ
1,731,pool,n.,พูล,"สระน้ำ, สระว่ายน้ำ"
1,732,poor,adv.,พัวร์,ยากจน
1,733,pop,n.,พอพ,เพลงป๊อป
1,734,popcorn,n.,พอพคอร์น,ข้าวโพดขั้ว
1,735,popular,adj.,พอพพิวละ,"เป็นที่นิยมของประชาชน, โด่งดัง"
1,736,pork,n.,พอร์ค,เนื้อหมู
1,737,possible,adj.,พอสสิเบิล,เป็นไปได้
1,738,poster,n.,โพสเทอะ,ใบโฆษณา
1,739,postman,n.,โพสทฺเมิน,บุรุษไปรษณีย์
1,740,pot,n.,พอท,หม้อ
1,741,pour,v.,พอร์,เท
1,742,practice,n.,แพรคทิซ,การปฏิบัติ
1,743,present,v.,พริเซนทฺ,นำเสนอ
1,744,pretty,adv.,พริทที,"น่ารัก, เก๋, สละสลวย"
1,745,price,n.,ไพรซฺ,ราคา
1,746,problem,n.,พรอบเบลม,ปัญหา
1,747,program,n.,โพรแกรม,รายการ
1,748,protect,v.,โพรเทคทฺ,ป้องกัน
1,749,pub,n.,พับ,"โรงเหล้า, ภัตตาคารเล็กๆ"
1,750,pudding,n.,พุดดิง,ขนมพุดดิ้ง
1,751,pumpkin,n.,พัมพฺคิน,ฟักทอง
1,752,purple,n.,เพอเพิล,สีม่วง
1,753,push,v.,พุช,"ผลัก, ดัน"
1,754,put,v.,พุท,"บรรจุ, วาง, เก็บ, ใส่"
1,755,pyramid,n.,พิรามิด,พีระมิด
1,756,queen,n.,ควีน,พระราชินี
1,757,question,n.,เควสเชิน,คำถาม
1,758,quiet,adj.,ไควอิท,เงียบ
1,759,quiz,n.,ควิซ,การสอบ
1,760,radio,n.,เรดิโอ,วิทยุ
1,761,railway,n.,เรลเว,ทางรถไฟ
1,762,raincoat,n.,เรนโคท,เสื้อกันฝน
1,763,rainy,adj.,เรนนี,ซึ่งมีฝนตก
1,764,rarely,adj.,แรร์ลี,นานๆครั้ง
1,765,read,v.,รีด,อ่าน
1,766,ready,adj.,เรดดี,มีความพร้อม
1,767,record,n.,เรคเคิด,บันทึก
1,768,red,adj.,เรด,แดง
1,769,refrigerator,n.,รีฟริจจะเรเทอะ,ตู้เย็น
1,770,relax,v.,รีแลกซฺ,ผ่อนคลาย
1,771,remember,v.,รีเมมเบอะ,จดจำ
1,772,repeat,v.,รีพีท,"พูดซ้ำ, ทำซ้ำ"
1,773,resort,n.,รีสอร์ท,"สถานที่พักตากอากาศ, รีสอร์ต"
1,774,restaurant,n.,เรสเตอรอนทฺ,"ร้านอาหาร, ภัตตาคาร"
1,775,return,v.,รีเทิร์น,"กลับ, คืน, ย้อน, ส่งคืน"
1,776,rhino,n.,ไรโน,แรด
1,777,rice,n.,ไรซฺ,ข้าว
1,778,rich,adj.,ริช,ร่ำรวย
1,779,ride,v.,ไรดฺ,ขี่
1,780,right,adj.,ไรทฺ,"เป็นธรรม, ถูกต้อง"
1,781,ring,n.,ริง,"แหวนสวมนิ้ว, ล้อ, ห่วง"
1,782,river,n.,ริเวอะ,แม่น้ำ
1,783,road,n.,โรดฺ,ถนน
1,784,rock,v.,รอค,"โยก, แกว่ง, เขย่า"
1,785,roof,n.,รูฟ,หลังคา
1,786,room,n.,รูม,ห้อง
1,787,roommate,n.,รูมเมท,เพื่อนร่วมห้อง
1,788,row,v.,โรวฺ,พาย
1,789,rude,adj.,รูด,หยาบคาย
1,790,rug,n.,รัก,พรม
1,791,rugby,n.,รักบี,กีฬารักบี้
1,792,run,v.,รัน,"วิ่ง, หนี"
1,793,running,v.,รันนิ่ง,"การแข่งขัน, การวิ่ง"
1,794,sad,adj.,แซด,เสียใจ
1,795,safe,adj.,เซฟ,"ตู้นิรภัย, ความปลอดภัย, พ้นภัย"
1,796,sale,n.,เซล,ขาย
1,797,salesman,n.,เซลซฺเมิน,พนักงานขาย
1,798,salmon,n.,ซาลเมิน,ปลาแซลมอน
1,799,salt,n.,ซอลทฺ,เกลือ
1,800,sand,n.,แซนดฺ,"ทราย, หาดทราย"
1,801,sauce,n.,ซอส,ซอสปรุงรส
1,802,say,v.,เซ,พูด
1,803,scan,v.,สแกน,ตรวจสอบ
1,804,scarf,v.,สการ์ฟ,ผ้าพันคอ
1,805,scary,adj.,สแกรี,น่ากลัว
1,806,science,n.,ไซเอินซฺ,วิทยาศาสตร์
1,807,scientist,n.,ไซเอินทิสทฺ,นักวิทยาศาสตร์
1,808,scissors,v.,ซิสเซอร์ซฺ,กรรไกร
1,809,Scotland,n.,สกอทเลินดฺ,ประเทศสกอตแลนด์
1,810,scout,n.,สเกาทฺ,"ลูกเสือ, เนตรนารี"
1,811,scream,v.,สกรีม,กรีดร้อง
1,812,seafood,n.,ซีฟูด,อาหารทะเล
1,813,seal,n.,ซีล,แมวน้ำ
1,814,season,n.,ซีเซิน,ฤดูกาล
1,815,seldom,adv.,เซลเดิม,"ไม่ค่อยจะ, แทบจะไม่"
1,816,select,v.,ซีเลคทฺ,เลือก
1,817,selfish,adj.,เซลฟิช,เห็นแก่ตัว
1,818,sell,v.,เซล,ขาย
1,819,send,v.,เซนดฺ,ส่ง
1,820,shake,v.,เชค,"เขย่า, สั่น"
1,821,shampoo,n.,แชมพู,แชมพู
1,822,shark,n.,ชาร์ค,ปลาฉลาม
1,823,sheep,n.,ซีพ,แกะ
1,824,shoe,n.,ซู,รองเท้า
1,825,shop,n.,ชอพ,ร้าน
1,826,shopper,n.,ชอพเพอะ,ลูกค้า
1,827,shopping,n.,ชอพพิง,การซื้อของตามห้างสรรพสินค้า
1,828,short,adj.,ชอร์ท,สั้น
1,829,shoulder,n.,โชวฺเดอะ,ไหล่
1,830,shout,v.,เชาทฺ,ตะโกน
1,831,show,v.,โชวฺ,"แสดงสินค้า, แสดง"
1,832,shower,n.,เชาเออะ,การอาบน้ำฝักบัว
1,833,shrimp,n.,ชริมพฺ,กุ้ง
1,834,shy,adj.,ชาย,ขี้อาย
1,835,sick,adj.,ซิค,ป่วย
1,836,since,prep.,ซินซฺ,"ตั้งแต่, ตั้งแต่นั้นมา"
1,837,sister,n.,ซิสเทอะ,"พี่สาว, น้องสาว"
1,838,sister-in-law,n.,ซิสเทอะ อิน ลอวฺ,น้องสะใภ้
1,839,situation,n.,ซิทชูเอเชิน,สถานการณ์
1,840,size,n.,ไซซฺ,ขนาด
1,841,skate,n.,สเกท,รองเท้าสเกต
1,842,skin,n.,สกิน,ผิวหนัง
1,843,skirt,n.,สเกิร์ท,กระโปรง
1,844,sky,n.,สกาย,ท้องฟ้า
1,845,sleep,v.,สลีพ,นอน
1,846,sleepy,adj.,สลีพพี,"ขี้เซา, ง่วง, อย่างง่วงนอน"
1,847,slice,v.,สไลซฺ,"แล่, เฉือนเป็นแผ่นบางๆ"
1,848,slide,v.,สไลดฺ,"ลื่น, ลื่นไถล"
1,849,slim,adj.,สลิม,ผอมบาง
1,850,smart,adj.,สมาร์ท,"ผึ่งผาย, ฉลาด"
1,851,smile,v.,สมายลฺ,"รอยยิ้ม, ยิ้ม"
1,852,smoke,n.,สโมค,ควันไฟหรือบุหรี่
1,853,snack,n.,สแนค,อาหารว่าง
1,854,snail,n.,สเนล,หอยโข่ง / หอยทาก
1,855,snake,n.,สเนค,"งู, งูพิษ, บุคคลทรยศ"
1,856,sneaker,n.,สนีคเกอะ,รองเท้ากีฬาเป็นรองเท้าผ้าใบพื้นบาง
1,857,soap,n.,โซพ,สบู่
1,858,soccer,n.,ซอคเคอะ,กีฬาฟุตบอล
1,859,sock,n.,ซอค,ถุงเท้า
1,860,soda,n.,โซดา,โซดาคือน้ำอัดด้วยก๊าซคาร์บอนไดอ็อกไซด์
1,861,soft,adj.,ซอฟทฺ,อ่อนโยน
1,862,soldier,n.,โซลเจอะ,ทหาร
1,863,some,pron.,ซัม,"บ้าง, บาง (สิ่ง/คน)"
1,864,soon,adv.,ซูน,"ไม่นาน, ในไม่ช้า"
1,865,sorry,adj.,ซอร์รี,เสียใจ
1,866,sound,n.,ซาวนดฺ,เสียง
1,867,soup,n.,ซุพ,น้ำแกง
1,868,south,n.,เซาทฺ,ทิศใต้
1,869,space,n.,สเปส,อวกาศ
1,870,Spanish,adj.,สแปนิช,ชาวสเปน
1,871,speak,v.,สปีค,"พูด, คุย, กล่าว"
1,872,spell,v.,สเปล,"สะกด, ร่ายมนต์คาถา"
1,873,spelling,n.,สเปลลิง,"ตัวสะกด, การสะกด"
1,874,spend,v.,สเปนดฺ,"จ่ายเงิน, ใช้เงิน"
1,875,spicy,adj.,สไปซี,รสเผ็ดร้อน
1,876,spider,n.,สไปเดอะ,แมงมุม
1,877,sport,n.,สปอร์ท,กีฬา
1,878,spring,n.,สปริง,ฤดูใบไม้ผลิ
1,879,standard,n.,สแตนดาร์ด,มาตรฐาน
1,880,start,v.,สตาร์ท,"เริ่ม, ตั้งต้น"
1,881,stay,v.,สเต,อยู่
1,882,stepfather,n.,สเตพฟาเธอะ,พ่อเลี้ยง
1,883,stepmother,n.,สเตพมาเธอะ,แม่เลี้ยง
1,884,stomach,n.,สตัมมัค,ท้อง
1,885,stop,v.,สตอพ,หยุด
1,886,store,n.,สตอร์,"ร้านค้า, สินค้า, โกดัง"
1,887,story,n.,สตอรี,เรื่องราว
1,888,straight,adj.,สเตรท,ตรง
1,889,strawberry,n.,สตรอเบอรี่,สตรอเบอรี่
1,890,street,n.,สตรีท,ถนน
1,891,strong,adj.,สตรอง,"แข็งแรง, มีกำลัง, เข้มข้น"
1,892,student,n.,สตูวเดินทฺ,นักเรียน
1,893,studio,n.,สตูดิโอ,"โรงถ่ายทำภาพยนตร์, ห้องกระจายเสียง"
1,894,study,v.,สตัดดี,เรียน
1,895,subject,n.,ซับเจคทฺ,"เรื่อง, วิชา"
1,896,sugar,n.,ชูกะ,น้ำตาล
1,897,summer,n.,ซัมเมอะ,ฤดูร้อน
1,898,sunglasses,n.,ซันกลาสซิส,แว่นตากันแดด
1,899,super,n.,ซุพเพอะ,"ดีเยี่ยม, เกินปกติ, เป็นพิเศษ"
1,900,supermarket,n.,ซุพเพอะมาร์เกท,ห้างสรรพสินค้า
1,901,superstar,n.,ซูพเพอะสตาร์,"นักแสดง, หรือนักร้องที่มีชื่อเสียงโด่งดัง"
1,902,surname,n.,เซอเนม,นามสกุล
1,903,surprised,adj.,เซอไรซทฺ,"รู้สึกประหลาดใจ, สะดุ้ง"
1,904,sushi,n.,ซูชิ,"ข้าวห่อสาหร่าย, ข้าวปั้น"
1,905,sweater,n.,สเวทเทอะ,"เสื้อที่ถักด้วยขนสัตว, เสื้อกันหนาว"
1,906,sweet,adj.,สวีท,หวาน
1,907,swim,v.,สวิม,ว่ายน้ำ
1,908,syllable,n.,ซิลละเบิล,พยางค์
1,909,table,n.,เทเบิล,โต๊ะ
1,910,tablespoon,n.,เทเบิลสปูน,ช้อนโต๊ะ
1,911,take,v.,เทค,"เอา, เอาไป, จับ, ยึด"
1,912,talk,v.,ทอลค,"พูด, คุย"
1,913,talk to,v.,ทอลค ทู,พูดกับ
1,914,talkative,adj.,ทอลคกะทีฟ,ช่างพูด
1,915,tall,adj.,ทอล,สูง
1,916,tasty,adj.,เทสตี,"อร่อย, ซึ่งมีรสนิยมดี"
1,917,teach,v.,ทีช,"สอน, สอนหนังสือ"
1,918,teacher,n.,ทีชเชอะ,ครู
1,919,team,n.,ทีม,กลุ่ม
1,920,teaspoon,n.,ทีสปูน,ช้อนชา
1,921,teeth,n.,ทีธ,ฟัน
1,922,temple,n.,เทมเพิล,วัดวาอาราม
1,923,tense,adj.,เทนซฺ,"ตึง, เครียด"
1,924,tent,n.,เทนทฺ,เต็นท์
1,925,test,n.,เทสทฺ,การทดสอบ
1,926,text,n.,เทกซฺ,"ใจความ, ตำรา"
1,927,theater,n.,เธียเทอะ,โรงละคร
1,928,thick,adj.,ธิค,หนาแน่น
1,929,thief,n.,ธีฟ,หัวขโมย
1,930,thin,adj.,ธิน,"บางผอม, น้อย"
1,931,thing,n.,ธิง,สิ่งของ
1,932,think,v.,ธิงคฺ,คิด
1,933,thirsty,adj.,เธิร์สตี,กระหายน้ำ
1,934,throw,v.,โธรว,"ขว้าง, ปา, โยน"
1,935,tick,n.,ทิค,"เสียงดังติ๊กๆของนาฬิกา, เครื่องหมายขีด"
1,936,ticket,n.,ทิคเคท,ตั๋ว
1,937,tie,n.,ไท,"เนคไท, เชือก, คะแนนเสมอกัน"
1,938,tiger,n.,ไทเกอะ,เสือ
1,939,time,n.,ไทมฺ,"เวลา, กาลเวลา"
1,940,timetable,n.,ไทมฺเทเบิล,ตารางเวลา
1,941,tired,adj.,ไทเอด,รู้สึกเหนื่อย
1,942,title,n.,ไทเทิล,"ยศ, ตำแหน่ง, ชื่อเรื่อง"
1,943,today,adv.,ทะเด,"ทุกวันนี้, ในวันนี้, วันนี้"
1,944,tomato,n.,ทะเมโท,มะเขือเทศ
1,945,tomorrow,adv.,ทูมอโร,พรุ่งนี้
1,946,too,adv.,ทู,"ด้วยเช่นกัน, เกินไป"
1,947,tool,n.,ทูลฺ,"เครื่องมือ, อุปกรณ์"
1,948,toothache,n.,ทูธเธค,อาการปวดฟัน
1,949,toothbrush,n.,ทูธบรัช,แปรงสีฟัน
1,950,toothpaste,n.,ทูธเพสทฺ,ยาสีฟัน
1,951,top,n.,ทอพ,ส่วนบน
1,952,touch,v.,ทัช,สัมผัส
1,953,tour,n.,ทัวร์,การท่องเที่ยว
1,954,tourist,n.,ทัวริสทฺ,นักท่องเที่ยว
1,955,towel,n.,ทาวเอิล,"ผ้าขนหนู, ผ้าเช็ดจานชาม"
1,956,town,n.,ทาวนฺ,เมือง
1,957,toy,n.,ทอย,ของเล่น
1,958,traffic,n.,ทราฟฟิค,การจราจร
1,959,traffic light,n.,ทราฟฟิค ไลทฺ,สัญญาณไฟจราจร
1,960,train,n.,เทรน,"รถไฟ, ฝึก, อบรม"
1,961,trainer,n.,เทรนเนอะ,"ผู้ฝึก, รองเท้าผ้าใบ"
1,962,travel,n.,ทราเวิล,"การท่องเที่ยว, เดินทาง"
1,963,trousers,n.,เทราเซอะซฺ,กางเกงขายาว
1,964,truck,n.,ทรัค,รถบรรทุก
1,965,try,v.,ทราย,"พยายาม, ลอง, ชิม"
1,966,t-shirt,n.,ที เชิร์ท,เสื้อยืดคอกลม
1,967,Turkey,n.,เทอร์คี,ประเทศตุรกี
1,968,turn,v.,เทิร์น,"เลี้ยว, กลายเป็น"
1,969,turn on,v.,เทิร์นออน,เปิด
1,970,turn up,v.,เทิร์นอัพ,เพิ่ม
1,971,tutor,n.,ทิวเทอะ,"พี่เลี้ยง, ครูสอนพิเศษ"
1,972,twice,adv.,ทไวซฺ,2 ครั้ง
1,973,twin,n.,ทวิน,"สิ่งที่เป็นคู่, ฝาแฝด"
1,974,ugly,adj.,อักลี่,น่าเกลียด
1,975,umbrella,n.,อัมเบรลละ,ร่ม
1,976,uncle,n.,อังเคิล,"ลุง, อาชาย, น้าชาย"
1,977,under,prep.,อันเดอะ,"ต่ำกว่า, ใต้"
1,978,understand,v.,อันเดอะสแตนดฺ,เข้าใจ
1,979,underwear,n.,อันเดอะวอเทอะ,ชุดชั้นใน
1,980,university,n.,ยูนิเวอร์ซิที,มหาวิทยาลัย
1,981,use,v.,ยูส,"ใช้, ใช้สอย"
1,982,Valentines Day,n.,วาเลนไทนฺซฺ เด,วันแห่งความรัก
1,983,vegetable,n.,เวจทะเบิล,"ผัก, พืชผัก"
1,984,vehicle,n.,วีฮิเคิล,พาหนะ
1,985,video,n.,เรดิโอ,วีดีโอ
1,986,vinegar,n.,วินนะเกอะ,น้ำส้มสายชู
1,987,visit,v.,วิซิท,ไปเยี่ยมเยียน
1,988,vocabulary,n.,โวแคบบิวเลอรี,คำศัพท์
1,989,voice,n.,วอยซฺ,"เสียงพูด, เสียงร้อง, ออกเสียง"
1,990,volcano,n.,วอลเคโน,ภูเขาไฟ
1,991,volleyball,n.,วอลลีบอล,กีฬาวอลเลย์บอล
1,992,vowel,n.,วาวเอิล,สระ
1,993,wait,v.,เวท,"คอย, รอ"
1,994,waiter,n.,เวทเทอะ,"บริกร, พนักงานเสิร์ฟ"
1,995,walk,v.,วอล์ค,เดิน
1,996,wall,n.,วอล,"ผนัง, กำแพง"
1,997,wallet,n.,วอลลิท,กระเป๋าสตางค์
1,998,want,v.,วอนทฺ,ต้องการ
1,999,war,n.,วอร์,สงคราม
1,1000,warm,adj.,วอร์ม,อบอุ่น
1,1001,wash,v.,วอช,"ล้าง, สระผม, ซักผ้า"
1,1002,watch,n.,วอทชฺ,นาฬิกาข้อมือ
1,1003,water,n.,วอเทอะ,น้ำ
1,1004,waterfall,n.,วอเทอะฟอล,น้ำตก
1,1005,watermelon,n.,วอเทอะเมเลิน,แตงโม
1,1006,way,n.,เว,"ทาง, ระยะทาง, วิธี, หนทาง"
1,1007,wear,v.,แวร์,สวมใส่
1,1008,weather,n.,เวธเธอะ,สภาพอากาศ
1,1009,website,n.,เวบไซทฺ,เว็บไซต์
1,1010,week,n.,วีค,สัปดาห์
1,1011,weekend,n.,วีคเคนดฺ,วันสุดสัปดาห์
1,1012,welcome,n.,เวลคัม,ยินดีต้อนรับ
1,1013,west,n.,เวสทฺ,ตะวันตก
1,1014,whale,n.,เวล,ปลาวาฬ
1,1015,what,pron.,วอท,"อะไร, สิ่งใดๆ"
1,1016,when,pron.,เวน,"ขณะที่, ในเมื่อ, เมื่อ, ครั้น"
1,1017,which,pron.,วิช,"อันไหน, สิ่งไหน, คนไหน"
1,1018,who,pron.,ฮู,ใคร
1,1019,whose,adj.,ฮูส,ของใคร
1,1020,why,adv.,วาย,ทำไม
1,1021,wife,n.,ไวฟฺ,ภรรยา
1,1022,win,v.,วิน,ชนะ
1,1023,wind,n.,วินดฺ,ลม
1,1024,window,n.,วินโดวฺ,หน้าต่าง
1,1025,wine,n.,ไวนฺ,เหล้าองุ่น
1,1026,wing,n.,วิง,"ปีก, ปีกเครื่องบิน"
1,1027,winter,n.,วินเทอะ,"ฤดูหนาว, หนาว"
1,1028,woman,n.,วูเมิน,ผู้หญิง
1,1029,wonderful,adj.,วันเดอะฟูล,ดีเยี่ยม
1,1030,wood,n.,วูด,"ป่าไม้, เนื้อไม้"
1,1031,work,n.,เวิร์ค,งาน
1,1032,worker,n.,เวิร์คเคอะ,คนงาน
1,1033,world,n.,เวิร์ลดฺ,โลก
1,1034,worry,v.,วอรรี่,"กวนใจ, รบกวน, รังควาน"
1,1035,worse,adj.,เวิร์ส,แย่ลง
1,1036,wow!,interj.,วาว,ทำอุทานแสดงความประหลาดใจหรือยินดี
1,1037,write,v.,ไวรทฺ,เขียน
1,1038,wrong,adj.,วรอง,ผิด
1,1039,year,n.,เยียร์,"ปี, อายุ"
1,1040,yellow,adj.,เยลโลว,สีเหลือง
1,1041,yesterday,n.,เยสเทอะเด,เมื่อวานนี้
1,1042,young,adj.,ยัง,"เด็ก, เยาว์, หนุ่ม, อ่อน"
1,1043,zebra,n.,ซีบระ,ม้าลาย
2,1,above,adv.,อะบัฟ,"เหนือ, เกิน, พ้น, บน"
2,2,accident,n.,แอคซิเดินทฺ,อุบัติเหตุ
2,3,across,prep.,อะครอส,"ขวาง, ข้าม, ตามขวาง, ผ่านข้าม"
2,4,act out,v.,แอคทฺเอาทฺ,แสดงท่าทาง
2,5,acting,adj.,แอคทิง,"รักษาการ, ว่าที่"
2,6,advertise,v.,แอดเวอไทซฺ,โฆษณา
2,7,advise,v.,แอดไวซฺ,แนะนำ
2,8,adviser,n.,แอดไวเซอะ,ที่ปรึกษา
2,9,afford,v.,อะฟอร์ด,"มีกำลังซื้อ, สามารถมีได้"
2,10,again,adv.,อะเกน,"อีก, อีกที"
2,11,agency,n.,เอเจนซี,"บริษัทตัวแทน, สำนักงานตัวแทน"
2,12,agent,n.,เอเจินทฺ,"ตัวแทน, ผู้แทน"
2,13,album,n.,อัลเบิม,สมุดสะสมรูปภาพ
2,14,alert,adj.,อะเลิร์ท,ตื่นตัว
2,15,alien,n.,เอเลียน,คนต่างดาว
2,16,allow,v.,อะเลา,อนุญาต
2,17,along,prep.,อะลอง,ตาม (ถนน)
2,18,already,adv.,ออลเรดดี,เรียบร้อยแล้ว
2,19,also,conj.,ออลโซ,อีกด้วย
2,20,although,conj.,ออลโธ,แม้ว่า
2,21,amusing,adj.,อะมิวซิง,"น่าเพลิดเพลิน, ขบขัน"
2,22,anchovy,n.,แอนโชวี,ปลาแอนโชวี่
2,23,ancient,adj.,แอนเชินทฺ,"เก่าแก่, โบราณกาล"
2,24,announce,v.,อะเนาวซฺ,ประกาศ
2,25,annoy,v.,อะนอย,"ก่อกวน, ทำให้รำคาญ"
2,26,another,adj.,อะนาเธอะ,"อื่นๆ, อย่างอื่น"
2,27,anymore,adv.,เอนนิมอร์,อีกต่อไป
2,28,anyone,pron.,เอนนิวัน,"ใคร, คนใดคนหนึ่ง"
2,29,anything,pron.,เอนนิธิง,"อะไรบ้าง, สิ่งใดบ้าง, สิ่งใดก็ตาม"
2,30,apology,n.,อะพอลโลจี,"คำขอโทษ, การขอโทษ"
2,31,appear,v.,อะเพียร์,ปรากฏ
2,32,apply,v.,อะไพล,"สมัคร, ทา, ประยุกต์ใช้"
2,33,archaeologist,n.,อาร์คิออเลอะจิสทฺ,นักโบราณคดี
2,34,archery,n.,อาร์เชอรี,การยิงธนู
2,35,area,n.,แอเรีย,"พื้นที่, เนื้อที่"
2,36,around,prep.,อะราวนดฺ,"รอบ, อยู่รอบ"
2,37,arrest,v.,อะเรสทฺ,จับกุม
2,38,art,n.,อาร์ท,ศิลปะ
2,39,article,n.,อาร์ทิเคิล,"สิ่งของ, บทความ"
2,40,assign,v.,แอสไซนฺ,"กำหนด, มอบหมาย"
2,41,assistant,n.,อะซิสเทินทฺ,ผู้ช่วย
2,42,astrologer,n.,แอสตรอลโลเจอะ,นักโหราศาสตร์
2,43,atmosphere,n.,แอทเมิสเฟียร์,บรรยากาศ
2,44,attack,v.,อะแทค,โจมตี
2,45,attitude,n.,แอททิทูด,ทัศนคติ
2,46,attract,v.,อะแทรคทฺ,ดึงดูดใจ
2,47,attractive,adj.,อะแทรคทิฟ,"มีเสน่ห์, มีแรงดึงดูด"
2,48,audience,n.,ออเดียนซฺ,"ผู้ชม, ผู้ฟัง"
2,49,automobile,n.,ออโทโมบิล,รถยนต์
2,50,average,n.,แอฟเวอะเรจ,ค่าเฉลี่ย
2,51,award,n.,อะวอร์ด,รางวัล
2,52,awesome,adj.,ออซัม,"ดี, เยี่ยม"
2,53,babysitter,n.,เบบีซิทเทอะ,พี่เลี้ยงเด็ก
2,54,bacteria,n.,แบคทีเรีย,แบคทีเรีย
2,55,baggage,n.,แบกเกจ,กระเป๋าสัมภาระ
2,56,balcony,n.,แบลคะนี,ระเบียง
2,57,bald,adj.,บาลดฺ,"ล้าน, โล่ง"
2,58,bang,n.,แบง,"การชน, การกระทบอย่างแรง"
2,59,bar,n.,บาร์,จุดจำหน่ายอาหารและเครื่องดื่ม
2,60,barley,n.,บาร์ลี,ข้าวบาร์เลย์
2,61,battle,n.,แบทเทิล,การต่อสู
2,62,beat,v.,บีท,"ตี, ตบ"
2,63,beauty salon,n.,บิวทิ ซาลอน,ร้านเสริมสวย
2,64,become,v.,บีคัม,กลายเป็น
2,65,beep,v.,บีพ,"กดแตรดังปีบ, เสียงปีบ"
2,66,before,prep.,บิฟอร์,"ก่อน, ข้างหน้า"
2,67,beginner,n.,บิวทิ ซาลอน,ผู้ที่พึ่งจะเริ่มต้นทำสิ่งใดสิ่งหนึ่ง
2,68,beginning,n.,บิกินนิ่ง,การเริ่มต้น
2,69,beige,n.,เบจ,"สีน้ำตาลอ่อน, สีเทาอ่อน"
2,70,believe,v.,บีลีฟ,"เชื่อ, เชื่อถือ"
2,71,belly,n.,เบลลี,"ช่องท้อง, ท้อง"
2,72,belong to,v.,บิลอง ทู,"เป็นของ, เป็นส่วนหนึ่งของ"
2,73,below,prep.,บิโล,"อยู่ข้างล่าง, อยู่ตอนใต้"
2,74,bench,n.,เบนชฺ,ม้านั่ง
2,75,beside,prep.,บิไซดฺ,"อยู่ข้าง, นอกจาก"
2,76,billion,n.,บิลเยิน,"หนึ่งพันล้าน (USA), หนึ่งล้านล้าน (Eng)"
2,77,biography,n.,ไบออกกระฟี,ชีวประวัติ
