item,word,part_of_speech,pronunciation,meaning
425,herbal,adv.,เฮอร์เบิล,"เกี่ยวกับต้นไม้, เกี่ยวกับสมุนไพร"
426,heroic,adj.,ฮีโรอิค,กล้าหาญ
427,heroine,n.,เฮโรอีน,วีรสตรี
428,highly,adj.,ไฮลี,อย่างมาก
429,high-risk,adj.,ไฮริสคฺ,ความเสี่ยงสูง
430,highway,n.,ไฮเว,ทางหลวง
431,hike,v.,ไฮคฺ,การไต่เขา
432,hillside,n.,ฮิลไซดฺ,"ลาดเขา, ไหล่เขา"
433,hive,n.,ไฮฟ์,รังผึ้ง
434,hold on,v.,โฮลดฺ ออน,"รอสักครู, ถือสายรอ"
435,homepage,n.,โฮมเพจ,หน้าแรกของเว็บไซต์
436,honeymooner,n.,ฮันนีมูน,ดื่มน้ำผึ้งพระจันทร
437,honor,n.,ออนเนอะ,เกียรติ
438,hope,v.,โฮพ,"หวัง, คาดหวัง"
439,horizon,n.,ฮะไรเซิน,ขอบฟ้า
440,horn,n.,ฮอร์น,เขาสัตว์
441,horoscope,n.,ฮอร์ระสโคพ,ดวงชะตาราศี
442,horrible,adj.,ฮอร์ระเบิล,น่ากลัว
443,horror,n.,ฮอเรอะ,ความน่ากลัว
444,horseshoe,n.,ฮอร์สชู,เกือกม้า
445,hostel,n.,ฮอสเทิล,โรงแรมหรือที่พักราคาไม่แพง
446,housekeeping,n.,เฮาส์คีพพิง,การดูแลบ้าน
447,housing,adj.,เฮาซิง,การเคหะ
448,however,conj.,เฮาเอฟเวอะ,อย่างไรก็ตาม
449,huge,adj.,ฮิวจฺ,ใหญ่โตมโหฬาร
450,human,n.,ฮิวเมิน,มนุษย์
451,humble,v.,ฮัมเบิล,ถ่อมตัว
452,hummingbird,n.,ฮัมมิงเบิร์ด,นกฮัมมิ่งเบิร์ด
453,hunt,v.,ฮันทฺ,ล่า
454,hunter,n.,ฮันเทอะ,นายพราน
455,hurt,v.,เฮิร์ท,ทำให้เจ็บ
456,icing,n.,ไอซิง,น้ำตาลใช้โรยขนม
457,idiom,n.,อิดเดียม,สำนวน
458,if,conj.,อิฟ,"ถ้า, เผื่อ, หาก, ข้อแม่"
459,ignore,v.,อิกนอร์,"ละเลย, ไม่สนใจ"
460,illness,n.,อิลนิส,โรคภัยไข้เจ็บ
461,illustrate,v.,อิลัสเตรท,"แสดงตัวอย่าง, ใส่ภาพประกอบ"
462,imagination,n.,อิแมจจะเนเชิน,จินตนาการ
463,imagine,v.,อิแมจจิน,"จินตนาการ, นึกฝัน, คิดเอาเอง"
464,immediately,adv.,อิมีเดียทลี,"ขณะนี้, เดี๋ยวนี้"
465,impala,n.,อิมแพลละ,ละมั่งแอฟริกาขนาดใหญ
466,impolite,adj.,อิมพะไลทฺ,ไม่สุภาพ
467,import,v.,อิมพอร์ท,นำสินค้าเข้าประเทศ
468,impress,v.,อิมเพรส,"ประทับ (ตรา, เครื่องหมาย), ทำให้ประทับใจ"
469,impression,n.,อิมเพรสเชิน,ความประทับใจ
470,improve,v.,อิมพรูฟ,"ทำให้ดีขึ้น, ปรับปรุง"
471,inch,n.,อินชฺ,หน่วยความยาวเป็นนิ้ว
472,include,v.,อินคลูด,รวมถึง
473,increase,v.,อินครีส,"เพิ่มขึ้น, ทำให้มากขึ้น"
474,incredible,adj.,อินเครดดะเบิล,ไม่น่าเชื่อ
475,information,n.,อินฟอร์มเมเชิน,"ข้อมูล, ข่าวสาร, ความรู้"
476,ingredient,n.,อินกรีเดียนทฺ,ส่วนประกอบ
477,intelligent,adj.,อินเทลลิเจินทฺ,"ความคิด, เชาว์, มีไหวพริบ"
478,intend,v.,อินเทนดฺ,ตั้งใจ
479,interest,n.,อินเทอริสทฺ,"ความสนใจ, กำไร"
480,interested,adj.,อินเทอเรสเตท,ที่สนใจ
481,international,adj.,อินเทอแนชเชินเนิล,ระหว่างประเทศ
482,into,prep.,อินทู,เข้าไปใน
483,introduction,n.,อินทระดัคเชิน,การแนะนำ
484,invent,v.,อินเวนทฺ,ประดิษฐ
485,invention,n.,อินเวนเชิน,การประดิษฐ
486,inventor,n.,อินเวนเทอะ,นักประดิษฐ์
487,invitation,n.,อินวิเทเชิน,"คำเชิญ, เชื้อเชิญ, ขอร้อง"
488,issue,n.,อิซชูว,การปล่อยออกมา
489,ivory,n.,ไอวะรี,งาช้าง
490,jail,n.,เจล,คุก
491,jealous,adj.,เจลเลิส,"อิจฉา, ขี้หึง"
492,jerk,v.,เจิร์ค,"กระตุก, กระชาก"
493,jewel,n.,จูเวิล,อัญมณี
494,job-seeker,n.,จอบ ซีคเกอะ,คนหางานทำ
495,journal,n.,เจอเนิล,"วารสาร, บันทึกประจำวัน"
496,journey,n.,เจอร์นี,การเดินทาง
497,jump at,v.,จัมพฺ แอท,"ฉกฉวยโอกาส, คว้า"
498,jump up,v.,จัมพฺ อัพ,กระโดดขึ้น
499,junior,adj.,จูนเนียร์,ที่อายุน้อยกว่า
500,kayak,n.,ไคแยค,เรือคายัค
501,keep going,v.,คีพ โกอิง,ดำเนินต่อไป
502,keep on,v.,คีพ ออน,"พูดต่อ, ทำต่อ"
503,keep walking,v.,คีพ วอล์คคิง,เดินต่อไป
504,ketchup,n.,เคทชัพ,ซอสมะเขือเทศ
505,keyboard,n.,คีย์บอร์ด,แป้นพิมพ์
506,keypad,n.,คีแพด,แป้นพิมพ์
507,kick off,v.,คิค ออฟ,"เริ่มเกมฟุตบอล, เริ่มต้น"
508,kingdom,n.,คิงเดิม,อาณาจักร
509,label,n.,เลเบิล,"ฉลาก, ป้าย"
510,lace,n.,เลซ,"ลูกไม้, เชือกรองเท้า"
511,ladder,n.,แลดเดอะ,บันได
512,lake,n.,เลค,ทะเลสาบ
513,land on,v.,แลนดฺ ออน,"(เครื่องบิน) ลงจอด, เทียบท่า"
514,landmark,n.,แลนดฺมาร์ค,"สถานที่เป็นจุดสังเกต, หลักเขต"
515,laptop,n.,แลพทอพ,เครื่องคอมพิวเตอร์พกพา
516,laughing,n.,ลาฟฟิง,การหัวเราะ
517,laundry,n.,ลอนดรี,ที่ซักรีด
518,law,n.,ลอว์,"กฎหมาย, ข้อบังคับ"
519,leaflet,n.,ลีฟเลท,ใบปลิว
520,leak,n.,ลีค,"รูรั่ว, รอยร้าว"
521,lend,v.,เลนดฺ,ให้ยืม
522,level,n.,เลฟเวิล,"ระดับ, ชั้น"
523,lifeguard,n.,ไลฟ์การ์ด,เจ้าหน้าที่คอยช่วยชีวิตคนตกน้ำ
524,lifetime,n.,ไลฟ์ไทมฺ,ชั่วชีวิต
525,light on,v.,ไลทฺ ออน,เปิดไฟ
526,lighting,n.,ไลทฺทิง,"การส่องแสงสว่าง, ฟ้าแลบ"
527,limit,n.,ลิมมิทิด,"ขอบเขต, ข้อจำกัด"
528,limited,adj.,ลิมมิทิด,"ที่ถูกจำกัด, ที่มีขอบเขต"
529,liquid,adj.,ลิคควิด,ของเหลว
530,liter,n.,ลิทเทอะ,ลิตร (หน่วยความจุ)
531,lobby,n.,ลอบบี,"ซุ้มประตู, เฉลียง, ห้องพักแขก"
532,local,adj.,โลเคิล,ท้องถิ่น
533,lock up,v.,ลอค อัพ,"ถูกขัง, จำคุก"
534,logical,adj.,ลอจจิเคิล,มีเหตุผล
535,lonely,adj.,โลนลิ,เปล่าเปลี่ยว
536,long-term,adj.,ลองเทิร์ม,ระยะยาว
537,look around,v.,ลุค อะราวน์ดฺ,มองรอบๆ
538,look forward to,v.,ลุค ฟอร์เวิร์ด ทู,ตั้งใจคอย
539,look in,v.,ลุค อิน,"มองเข้าไป, แวะเยี่ยม"
540,look up,v.,ลุค อัพ,"ค้นหา, เงยขึ้น"
541,lose,v.,ลูส,"หลงทาง, ทำหาย, เสีย"
542,loss,n.,ลอส,การสูญเสีย
543,lottery,n.,ลอทเทอะรี,ล็อตเตอรี่
544,loudly,adv.,ลาวดฺลี,อย่างเสียงดัง
545,lovesick,adj.,เลิฟซิค,"เป็นไข้ใจ, ป่วยด้วยโรครัก"
546,loyal,adj.,ลอยเอิล,จงรักภักดี
547,loyalty,n.,ลอยเอิลที,ความจงรักภักดี
548,luggage,n.,ลักกิจ,กระเป๋าเดินทาง
549,lying,n.,ไลยิง,การโกหก
550,mad,adj.,แมด,"โกรธ, ไร้เหตุผล, บ้า"
551,maid,n.,เมด,สาวใช้
552,main,adj.,เมน,"เป็นใจความ, เป็นส่วนใหญ่, เป็นหลัก"
553,major,adj.,เมเจอะ,"ส่วนใหญ, สำคัญ"
554,mangrove,n.,แมงโกรฟ,ต้นโกงกาง
555,marathon,n.,แมระธอน,"การวิ่งทนระยะทางไกล, วิ่งมาราธอน"
556,margarine,n.,มาร์จะรีน,เนยเทียมจากไขมันพืช
557,marine,adj.,มะรีน,"เกี่ยวกับทะเล, ของทะเล"
558,marriage,n.,แมริอิจ,การแต่งงาน
559,master,n.,มาสเตอะ,"เจ้านาย, หัวหน้า"
560,mate,n.,เมท,"เพื่อน, สามีหรือภรรยา, คู่ผสมพันธุ์"
561,maximum,n.,แมคซะมัม,"สูงสุด, ขีดสูงสุด"
562,maybe,adv.,เมบี,บางที
563,measure,v.,เมชเชอะ,"วัด, กะ, ประมาณ"
564,measurement,n.,เมชเชอะเมินทฺ,"การวัด, ระบบการวัด"
565,medium,adj.,มีเดียม,"ปานกลาง, สายกลาง"
566,mental,adj.,เมนเทิล,เกี่ยวกับจิตใจ
567,mess,n.,เมส,"ความสกปรก, ความสับสน, ความยุ่งเหยิง"
568,messy,adj.,เมสซี,"สกปรก, ไม่เปนระเบียบ"
569,metal,n.,เมทเทิล,โลหะ
570,mild,adj.,ไมล์ดฺ,"ไม่รุนแรง, อ่อนละมุน"
571,military,n.,มิลลิเทอรี,ทางทหาร
572,millionaire,n.,มิลเยอะแนร์,เศรษฐี
573,mind,n.,ไมน์ดฺ,จิตใจ
574,minimal,adj.,มินนะเมิล,"เล็กที่สุด, อย่างน้อยที่สุด"
575,minimum,n.,มินนะมัม,"ต่ำสุด, ชั้นต่ำ"
576,minister,n.,มินนิสเทอะ,รัฐมนตรี
577,missing,adj.,มิสซิง,"ทำพลาด, ขาดแคลน, หายไป"
578,mixed,adj.,มิกซทฺ,"ปนกัน, ผสมผสาน, ยุ่งเหยิง"
579,mixture,n.,มิกซเชอะ,"สารผสม, การผสม"
580,model,n.,โมเดิล,"นางแบบ, ต้นแบบ, แบบจำลอง"
581,mood,n.,มูด,อารมณ์
582,motorist,n.,โมเทอริสทฺ,ผู้ขับรถยนต์
583,mount,v.,เมาน์ทฺ,"ปืนขึ้น, ขึ้นม้า, ติดภาพ"
584,move in,v.,มูฟ อิน,ย้ายเข้าไป
585,move out,v.,มูฟ เอาทฺ,ย้ายออกไป
586,mumps,n.,มัมพซฺ,โรคคางทูม
587,musical,adj.,มิวซิเคิล,เกี่ยวกับดนตรี
588,mustard,n.,มัสตาร์ท,มัสตาร์ด
589,national,adj.,แนชเชินเนิล,"ประจำชาติ, แห่งชาติ"
590,naturally,adv.,แนชเชอเริลลี,ตามธรรมชาติ
591,nature,n.,เนเชอะ,"ธรรมชาติ, นิสัย"
592,nearby,adv.,เนียร์บาย,"แค่เอื้อม, ใกล้เคียง"
593,neat,adj.,นีท,"เรียบร้อย, เป็นระบียบ"
594,neatly,adv.,นีทลี,"อย่างเรียบร้อย, อย่างเป็นระเบียบ"
595,necessary,adj.,เนสซิเซอรี,สำคัญ
596,needle,n.,นีดเดิล,เข็ม
597,negative,adj.,เนกกะทิฟ,ทางลบ
598,neighbor,n.,เนเบอะ,เพื่อนบ้าน
599,night out,v.,ไนท์ เอาทฺ,ออกไปข้างนอกตอนกลางคืน
600,no one,pron.,โน วัน,"ไม่มีใคร, ไม่มีสักคน"
601,nod,v.,นอด,พยักหน้ารับ
602,normally,adv.,นอร์เมิลลี,"โดยปกติ, อย่างปกติ"
603,northeastern,adj.,นอร์ธอีสเทิร์น,ทางภาคตะวันออกเฉียงเหนือ
604,notice,n.,โนทีส,"ข่าวสาร, หมายเหตุ"
605,novel,n.,โนเวิล,นวนิยาย
606,nowadays,adj.,นาวอะเดซฺ,ในปัจจุบัน
607,nursery school,n.,เนิร์ซเซอรี สกูล,โรงเรียนก่อนชั้นอนุบาล
608,obey,v.,โอเบ,"เชื่อฟัง, ยินยอม"
609,object,n.,ออบเจคทฺ,สิ่งของ
610,occasionally,adv.,อะเคเชินเนิลลี,"เป็นครั้งคราว, เป็นบางโอกาส"
611,occupation,n.,ออคคิวเพเชิน,อาชีพ
612,offer,v.,ออฟเฟอะ,"ยกให้, เสนอ, ให้โอกาส"
613,old-fashioned,adj.,โอลดฺ แฟชเชิน,สมัยนิยมเก่า
614,omelet,n.,ออมมะลิท,ไข่เจียว
615,on time,prep.,ออน ไทมฺ,ตรงตามกำหนดเวลา
616,orchestra,n.,ออร์เคสทระ,วงดรตรีออเครสตร้า
617,organization,n.,ออร์กะไนเซเชิน,องค์การ
618,organize,v.,ออร์กะไนซ์,"รวบรวม, จัดตั้ง"
619,orient,adj.,โอเรียนทฺ,ทิศตะวันออก
620,origin,n.,ออริจิน,"แหล่งกำเนิด, ต้นตอ, ที่มา"
621,original,adj.,ออริจจิเนิล,"ซึ่งเป็นแบบฉบับ, เป็นต้นฉบับ"
622,ounce,n.,เอาซฺ,หน่วยน้ำหนักเป็นออนซ์
623,out of date,adj.,เอาทฺ ออฟ เดท,"ล้าสมัย, ไม่ทันสมัย"
624,outcome,n.,เอาทฺคัม,ผลลัพธ์
625,outfit,n.,เอาทฺฟิต,"เสื้อผ้าทั้งชุด, เครื่องมือทั้งชุด"
626,outline,n.,เอาทฺไลน์,เค้าโครง
627,overnight,n.,โอเวอะไนทฺ,"กลางคืน, ตลอดคืน"
628,overseas,adv.,โอเวอะซี,"ข้ามทะเล, เกี่ยวกับต่างประเทศ"
629,oversleep,v.,โอเวอะสลีพ,นอนเลยเวลาที่กำหนดตื่น
630,owe,v.,โอ,เป็นหนี้
631,pale,adj.,เพล,"ซีดขาว, หน้าซีด"
632,paradise,n.,แพระไดซฺ,สวรรค์
633,partly,adv.,พาร์ทลี,โดยบางส่วน
634,partner,n.,พาร์ทเนอะ,หุ้นส่วน
635,pat,v.,แพท,ใช้ฝ่ามือตบเบาๆ
636,path,n.,พาธ,"ทางเดิน, ทาง, วิถี"
637,patient,adj.,เพเชินทฺ,อดทน
638,peaceful,adj.,พีซฟูล,สงบ
639,peel,v.,พีล,ปอกเปลือก
640,perfume,n.,เพอฟิวมฺ,น้ำหอม
641,perhaps,adv.,เพอะแรพซฺ,"บางที, อาจจะ"
642,personal,adj.,เพอซะเนิล,ส่วนตัว
643,personality,n.,เพอซะแนลลิที,บุคลิกลักษณะ
644,photocopier,n.,โฟโทคอพพีเออะ,เครื่องถ่ายเอกสาร
645,pick up,v.,พิค อัพ,"หยิบขึ้น, เก็บขึ้น, รับมา"
646,pier,n.,เพียร์,ท่าเรือ
647,plaid,n.,เพลด,"ผ้าลายสก็อต, ผ้าตาหมากรุก"
648,plaza,n.,พลาซะ,"ลานกว้างสาธารณะ, ตลาดนัด"
649,pleasant,adj.,เพลสเซิน,"น่าดู, น่าพอใจ"
650,plenty,n.,เพลนที,ความอุดมสมบูรณ์
651,plus,n.,พลัส,"บวก, ส่วนเกิน, ผลกำไร"
652,poem,n.,โพเอิม,"กลอน, โคลง"
653,poetry,n.,โพอิทรี,การประพันธ์
654,poisonous,adj.,พอยเซินนัส,เป็นพิษ
655,polio,n.,โพลิโอ,โรคโปลิโอ
656,politic,adj.,พอลลิทิค,"ฉลาด, หลักแหลม, มีเสน่ห์"
657,political,adj.,พะลิททิเคิล,"ในทางการปกครอง, เกี่ยวกับการเมือง"
658,poll,v.,โพลฺ,สำรวจความคิดเห็น
659,pollen,n.,พอลเลิน,เกสรดอกไม้
660,pollute,v.,พะลูท,ทำให้เป็นมลพิษ
661,ponytail,n.,โพนิเทล,ผมทรงหางม้าของเด็กผู้หญิง
662,portrait,n.,พอร์เทรท,ภาพเหมือน
663,positive,adj.,พอสซิทิฟ,แง่บวก
664,pound,n.,พาวดฺ,"ปอนด์, หน่วยเงินตราของอังกฤษ"
665,pray,v.,เพรย์,"ภาวนา, สวดมนต์"
666,predict,v.,พรีดิคทฺ,"ทำนาย, คาดการณ์"
667,prediction,n.,พรีดิคทฺเชิน,"การคาดเดา, การทำนาย"
668,preparation,n.,เพรพพะเรเชิน,การเตรียม
669,prepare,v.,พรีแพร์,เตรียม
670,president,n.,เพรสซิเดินทฺ,ประธาน
671,press,v.,เพรส,"กด, พับ"
672,pressure,n.,เพรสเชอะ,"แรงกระตุ้น, ความกดดัน"
673,pretend,v.,พรีเทนดฺ,แกล้งทำ
674,prevent,v.,พรีเวนทฺ,"ป้องกัน, ขัดขวาง"
675,previous,adj.,พรีเวียส,"ก่อนหน้า, แต่ก่อน"
676,prey,n.,เพรย์,เหยื่อ
677,priest,n.,พรีสทฺ,"พระ, บาทหลวง"
678,principal,n.,พรินซะเพิล,ครูใหญ
679,prior,adj.,ไพรเออะ,"ที่มีมาก่อน, มีความสำคัญเป็นอันดับแรก"
680,private,adj.,ไพรวิท,"ส่วนตัว, เป็นส่วนตัว"
681,prize,n.,ไพรซฺ,รางวัล
682,producer,n.,โพรดิวเซอะ,"ผู้ผลิต, ผู้อำนวยการสร้างภาพยนตร์"
683,production,n.,โพรดัคเชิน,กระบวนการผลิต
684,profile,n.,โพรไฟล์,ประวัติบุคคล
685,profit,n.,โพรฟิท,"ผลประโยชน์, กำไร"
686,project,n.,พรอจเจคทฺ,โครงการ
687,prom,n.,พรอม,งานเต้นรำ
688,promote,v.,พระโมท,"ส่งเสริม, เลื่อนตำแหน่ง"
689,pronunciation,n.,พระนันซิเอเชิน,การออกเสียงถ้อยคำ
690,prop,v.,พรอพ,"สนับสนุน, ค้ำจุน"
691,proud,adj.,พราวดฺ,"ภูมิใจ, ลำพองใจ"
692,provide,v.,พระไวดฺ,"จัดหา, เตรียมการ, ให้"
693,public,n.,พับลิค,สาธารณชน
694,publish,v.,พับลิช,จัดพิมพ์
695,pull out,v.,พูล เอาทฺ,ลากออกไป
696,pupil,n.,พิวพิล,นักเรียน
697,purse,n.,เพิร์ส,"กระเป๋าเล็กๆ, ถุงเงิน"
698,put into,v.,พุท อินทู,"แปล, ใส่เข้าไป, วางใน"
699,put on,v.,พุท ออน,"วางบน, สวมใส่, เพิ่ม"
700,put up,v.,พุท อัพ,"จัดตั้ง, ยกสูงขึ้น, เพิ่มราคา"
701,puzzle,n.,พัซเซิล,ปริศนา
702,quarter,n.,ควอร์เทอะ,1ในสี่ส่วนที่เท่ากัน
703,queue,n.,คิว,"ผมเปีย, ลำดับคิว"
704,quickly,adv.,ควิกลี,อย่างรวดเร็ว
705,quietly,adv.,ไควอิทลี,อย่างเงียบสงบ
706,quilt,n.,ควิลทฺ,ผ้าคลุมตียง
707,quit,v.,ควิท,"ยุติ, เลิก, ลาออก"
708,quite,adv.,ไควทฺ,ค่อนข้าง
709,race,n.,เรซ,การแข่งขัน
710,racket,n.,แรคคิท,ไม้ตีเทนนิสและอื่นๆ
711,raft,n.,ราฟทฺ,แพ
712,raise,v.,เรส,"ยกขึ้น, เลี้ยงดู, ทำให้เพิ่มขึ้น"
713,rank,v.,แรงคฺ,"ยศ, ตำแหนง, ชนชั้น, จัดลำดับ"
714,rapid,adj.,แรพพิด,รวดเร็ว
715,rate,n.,เรท,"อัตรา, ระดับ"
716,rather,adv.,ราเธอะ,"มากกว่า, ค่อนข้าง"
717,reach,v.,รีช,"ถึง, บรรลุ"
718,react,v.,รีแอคทฺ,ปฏิกิริยาตอบสนอง
719,reaction,n.,รีแอคเชิน,การตอบสนอง
720,reality,n.,รีแอลลิที,"ของจริงๆ, ความเป็นจริง"
721,really,adv.,เรียลลิ,โดยแท้จริง
722,reason,n.,รีเชิน,เหตุผล
723,recall,v.,รีคอล,รำลึก
724,receipt,n.,รีซีท,"รายรับ, ใบเสร็จ"
725,receive,v.,รีซีฟ,ได้รับ
726,reception,n.,รีเซพเชิน,การต้อนรับ
727,receptionist,n.,รีเซพเชินนิสทฺ,พนักงานต้อนรับ
728,recipe,n.,เรสซะพี,ตำหรับอาหาร
729,recreation,n.,เรคริเอเชิน,"การพักผ่อนหย่อนใจ, สันทนาการ"
730,recycle,v.,รีไซเคิล,แปรรูปนำกลับมาใช้อีก
731,reduce,v.,รีดิวซฺ,ลดลง
732,refer to,v.,รีเฟอร์ ทู,"พูดถึง, กล่าวถึง"
733,refuse,v.,รีฟิวซฺ,ปฏิเสธ
734,relate to,v.,รีเลท ทู,เกี่ยวกับ
735,relationship,n.,รีเลเชินชิพ,ความสัมพันธ์
736,religion,n.,รีลิจเจิน,ศาสนา
737,rent,n.,เรนทฺ,"การเช่า, ค่าเช่า"
738,repair,v.,รีแพร์,"แก้ไข, ซ่อม"
739,report,n.,รีพอร์ท,รายงาน
740,reporter,n.,รีพอร์ทเทอะ,ผู้สื่อข่าว
741,reproduce,v.,รีพระดิวซฺ,"ทำสำเนา, ผลิตซ้ำ, สืบพันธุ์"
742,reptile,n.,เรพไทล์,สัตว์เลื้อยคลาน
743,research,v.,รีเสิร์ช,"วิจัย, ค้นคว้า"
744,researcher,n.,รีเสิร์ชเชอะ,นักวิจัย
745,respect,n.,รีสเปคทฺ,ความเคารพ
746,rest,n.,เรสทฺ,การพักผ่อน
747,resting,adj.,เรสทิง,พักผ่อน
748,restroom,n.,เรสทฺรูม,ห้องน้ำ
749,reuse,v.,รียูส,นำกลับมาใช้อีก
750,reward,n.,รีวอร์ด,รางวัล
751,rink,n.,ริงคฺ,ลานสเก็ตน้ำแข็ง
752,ripe,adj.,ไรพฺ,"เจริญเต็มที่, สุก"
753,risk,n.,ริสคฺ,ความเสี่ยง
754,roam,v.,โรม,ท่องเที่ยวไป
755,roast,v.,โรสทฺ,"ปิ้ง, ย่าง"
756,rock band,n.,รอค แบนดฺ,วงดนตรีร็อค
757,role,n.,โรล,บทบาท
758,roll,v.,โรล,ม้วน
759,roller-skate,n.,โรลเลอะ สเกท,รองเท้าสเกตสี่ล้อ
760,romance,n.,โรแมนซฺ,"เรื่องรักใคร่, นวนิยายรักใคร่"
761,romantic,adj.,โรแมนทิค,เกี่ยวกับเรื่องรักใคร่
762,round,adj.,ราวน์ดฺ,"กลม, รอบๆ"
763,roundabout,n.,เรานดฺอะเบาทฺ,"วงเวียนที่วนรถ, ม้าหมุน"
764,round-trip,n.,ราวน์ดฺทริพ,การเดินทางไปและกลับ
765,routine,n.,รูทีน,กิจวัตรประจำวัน
766,rub,v.,รับ,"ขัด, ถู, เช็ด"
767,ruin,v.,รูอิน,"ทำให้พินาศ, ทำให้ล่มจม"
768,rule,n.,รูลฺ,กฎ
769,run in,v.,รัน อิน,"วิ่งเข้ามา, ขับมาหา, ทำให้ผ่านเข้าไป"
770,run into,v.,รัน อินทู,"พบโดยบังเอิญ, ประสบกับ"
771,run out,v.,รัน เอาทฺ,"หมด, หมดอายุ"
772,rundown,n.,รันดาวนฺ,บทสรุป
773,rush,v.,รัช,"รีบเร่ง, วิ่ง, พุ่ง"
774,safety,n.,เซฟที,ความปลอดภัย
775,sailing,n.,เซลลิ่ง,การเดินเรือ
776,sailor,n.,เซลเลอะ,กะลาสี
777,salary,n.,แซลละรี,เงินเดือน
778,salesperson,n.,เซลซฺเพอเซิน,พนักงานขาย
779,sandy,adj.,แซนดี,ประกอบด้วยทราย
780,saving,n.,เซฟวิง,การประหยัด
781,scar,n.,สการฺ์,แผลเป็น
782,scare,v.,สแกร์,ทำให้กลัว
783,scared,adj.,สแกร์ดฺ,รู้สึก
784,scene,n.,ซีน,"ภาพวิวทิวทัศน์, เหตุการณ์, ฉากบนเวที"
785,schedule,n.,สเคดดูล,กำหนดการ
786,scholarship,n.,สกอลเลอะชิพ,ทุนการศึกษา
787,scoop,n.,สกูพ,ทัพพี
788,scratch,v.,สแครทชฺ,"ขูดขีด, ข่วน, เกา"
789,screen,n.,สกรีน,จอภาพยนตร์จอโทรทัศน์หรือคอมพิวเตอร์
790,scrub,v.,สครับ,ขัดอย่างแรง
791,sculpture,n.,สกัลพฺเชอะ,ประติมากรรม
792,search for,v.,เสริ์ช ฟอร์,ค้นหา
793,seashore,n.,ซีชอร์,ชายหาด
794,seaside,n.,ซีไซดฺ,"ชายหาด, ชายทะเล"
795,seat belt,n.,ซีทเบลทฺ,เข็มขัดนิรภัย
796,secret,adj.,ซีเครท,ความลับ
797,secretary,n.,เซคริเทอรี,เลขานุการ
798,seek,v.,ซีค,ค้นหา
799,seem,v.,ซีม,"ดูราวกับ, ดูเหมือน, ดูคล้าย"
800,semester,n.,ซีเมสเตอะ,ภาคการศึกษา
801,sender,n.,เซนเดอะ,ผู้ส่ง
802,senior,n.,ซีเนียร์,"ผู้มีอายุแก่กว่า, อาวุโส"
803,sentence,n.,เซนเทินซฺ,ประโยค
804,series,n.,ซีรีซฺ,"ชุดของสิ่งของ, อนุกรม"
805,serious,adj.,ซีเรียส,"จริงจัง, สาหัส"
806,serve,v.,เซิร์ฟฺ,"รับใช้, เสิร์ฟอาหารให้, ให้บริการ"
807,set up,v.,เซท อัพ,"ตั้งขึ้น, สร้างขึ้น"
808,several,adj.,เซฟเวอรัล,หลากหลาย
809,shallow,adj.,แชลโล,ตื้น
810,shape,n.,เชพ,รูปร่าง
811,share,v.,แชร์,แบ่ง
812,sharp,adj.,ชาร์พ,แหลมคม
813,shiny,adj.,ชายนี่,ส่องสว่าง
814,shock,v.,ชอค,"ตกตะลึง, ทำให้ตกใจ"
815,shoelace,n.,ชูเลซ,เชือกผูกรองเท้า
816,shortly,n.,ชอร์ทลี,เร็วๆนี้
817,show off,v.,โชว์ ออฟ,อวด
818,show on,v.,โชว์ ออน,เริ่มดำเนินการ
819,show up,v.,โชว์ อัพ,ปรากฏตัว
820,showing,n.,โชว์อิง,การแสดง
821,shrink,v.,ชริงคฺ,"น้อยลง, หด"
822,sidewalk,n.,ไซดฺวอล์ค,ทางเท้า
823,sign,n.,ไซนฺ,"สัญลักษณ์, ป้าย"
824,signal,n.,ซิกเนิล,"สัญญาณ, สัญลักษณ์"
825,silly,n.,ซิลลี,"คนโง่, คนทึ่ม"
826,silver,n.,ซิลเวอะ,สีเงิน
827,similar,adj.,ซิมมะละ,"คล้าย, เหมือน"
828,simple,adj.,ซิมเพิล,"ชัดเจน, เรียบ, ง่าย"
829,single,adj.,ซิงเกิล,"เดี่ยว, โสด"
830,sketch,n.,สเกทชฺ,ภาพร่าง
831,skydiving,n.,สกายไดฟฺวิง,การดิ่งพสุธา
832,skylight,n.,สกายไลทฺ,แสงบนท้องฟ้า
833,slap,n.,สแลพ,การตบ
834,slip,v.,สลิพ,ลื่น
835,smell,n.,สเมล,กลิ่น
836,smooth,adj.,สมูธ,ราบเรียบ
837,so,conj.,โซ,ดังนั้น
838,sociable,adj.,โซชะเบิล,"เข้ากับคนง่าย, ชอบเข้าสังคม"
839,social,adj.,โซเชิล,"เกี่ยวกับสังคม, เกี่ยวกับฐานะ"
840,society,n.,โซไซอิที,สังคม
841,software,n.,ซอฟทฺแวร์,"โปรแกรมคอมพิวเตอร์, ซอฟแวร์"
842,sold out,adj.,โซลดฺ เอาทฺ,ขายหมด
843,solve,v.,ซอลวฺ,แก้ปัญหา
844,someone,pron.,ซัมวัน,ใครบางคน
845,something,pron.,ซัมธิง,บางสิ่งบางอย่าง
846,sometimes,adv.,ซัมไทมฺ,"บางครั้ง, บางครั้งบางคราว"
847,sore,adj.,ซอร์,เจ็บปวด
848,source,n.,ซอร์ส,"ต้นกำเนิด, แหล่ง"
849,southerner,n.,เซาเธิร์นเนอะ,คนที่อยู่ทางใต้ของประเทศ
